Data de Emissão:;03/jan/2023
Base de dados:;GENCEL_REL
Matrícula:;e018071

Alimentador.Código do Alimentador;Trecho Primário Aéreo.Identificador do Objeto;Rep. Grafica: Trecho Primário Aéreo.Linha;Rep. Grafica: Trecho Primário Aéreo.Rotação;Trecho Primário Aéreo.Comprimento Estimado;Trecho Primário Aéreo.Quantidade de Cabos por Fase;Trecho Primário Aéreo.Fases Existentes;Tipo de Cabo.Código de cabo;Tipo de Cabo.Reatância Positiva;Tipo de Cabo.Reatância Zero;Tipo de Cabo.Resistência Positiva;Tipo de Cabo.Resistência Zero
ATA02;1413399;LINESTRING (391275.713391174 7002272.50631349, 391281.708001386 7002229.30177772);0;43.6184280165421;1 - 1;11 - RTS;35 mm2-SP-CAA-25kV-XLPE;0.3913;1.893;0.8528;1.025;
ATA02;1413400;LINESTRING (391281.708001386 7002229.30177772, 391281.51088358 7002187.10180123);0;42.2004368609426;1 - 1;11 - RTS;35 mm2-SP-CAA-25kV-XLPE;0.3913;1.893;0.8528;1.025;
ATA02;1434825;LINESTRING (397082.5 7014830.97, 397160.23 7014890.93);0;98.1690098757884;1 - 1;13 - STR;4 CAA;0.522;1.979;1.598;1.772;
ATA02;1303881;LINESTRING (393043.504848721 7014784.64147704, 392996.771169408 7014801.67726687);0;49.7418829282671;1 - 1;3 - T;35 mm2-SP-CAA-25kV-XLPE;0.3913;1.893;0.8528;1.025;
ATA02;1275528;LINESTRING (391280.38 7003320.11, 391341.33 7003349.36);0;67.6052142959507;1 - 1;13 - STR;4 CAA;0.522;1.979;1.598;1.772;
ATA02;17741;LINESTRING (398296.27 7004639.38, 398147.38 7004852.58);0;260.043211986169;1 - 1;13 - STR;4 CAA;0.522;1.979;1.598;1.772;
ATA02;16566;LINESTRING (393420.38 7007961.14, 393505.38 7008004.72);0;95.5207642348327;1 - 1;11 - RTS;4 CAA;0.522;1.979;1.598;1.772;
ATA02;17080;LINESTRING (395942.76 6999945.88, 395740.78 7000029.51);0;218.609005532649;1 - 1;3 - T;4 CAA;0.522;1.979;1.598;1.772;
ATA02;17112;LINESTRING (393190.56 7007646.53, 393195.38 7007729.38);0;82.9900891669502;1 - 1;11 - RTS;4 CAA;0.522;1.979;1.598;1.772;
ATA02;27804;LINESTRING (386642.29 7000824.79, 386638.63 7000857.17);0;32.5861933952491;1 - 1;3 - T;4 CAA;0.522;1.979;1.598;1.772;
